city,destination,country
Gobernador Gregores,GGS,Argentina
Gode/Iddidole,GDE,Ethiopia
City name,Airport Code,Country name
Gods Narrows,YGO,Canada
Gods River,ZGI,Canada
Goerlitz,ZGE,Germany
Goiania,GYN,Brazil
Gol,GLL,Norway
Gold Beach,GOL,United States
Gold Coast,OOL,Australia
Golden Horn,GDH,United States
Goldsboro,GSB,United States
Goldsworthy,GLY,Australia
Golfito,GLF,Costa Rica
Golmud,GOQ,China
Golovin,GLV,United States
Goma,GOM,D. R. Congo
Gomel,GME,Belarus
Gonalia,GOE,Papua New Guinea
City name,Airport Code,Country name
Gondar,GDQ,Ethiopia
Gooding,GNG,United States
Goodland,GLD,United States
Goodnews Bay,GNU,United States
Goodyear,GYR,United States
Goondiwindi,GOO,Australia
Goose Bay,YYR,Canada
Gora,GOC,Papua New Guinea
Gorakhpur,GOP,India
Gordil,GDI,Central African Republic
Gordon,GRN,United States
Gordon Downs,GDD,Australia
Gordonsville,GVE,United States
Gore,GOR,Ethiopia
Gore Bay,YZE,Canada
Gorgan,GBT,Iran
City name,Airport Code,Country name
Gorge Harbor,YGE,Canada
Gorkha,GKH,Nepal
Gorna Orechovitsa,GOZ,Bulgaria
Goroka,GKA,Papua New Guinea
Gorom-Gorom,XGG,Burkina Faso
Gorontalo,GTO,Indonesia
Gosford,GOS,Australia
Goshen,GSH,United States
Gotha,ZGO,Germany
Gothenburg,XWL,Sweden
Gothenburg,GOT,Sweden
Gothenburg,GSE,Sweden
Goulburn,GUL,Australia
Goulburn Island,GBL,Australia
Goulimime,GLN,Morocco
Gounda,GDA,Central African Republic
City name,Airport Code,Country name
Goundam,GUD,Mali
Gove,GOV,Australia
Governador Valadares,GVR,Brazil
Governors Harbour,GHB,Bahamas
Goya,OYA,Argentina
Gozo,GZM,Malta
Gracias,GAC,Honduras
Graciosa Island,GRW,Portugal
Grafton,GFN,Australia
Granada,GRX,Spain
Grand Bahama,GBI,Bahamas
Grand Canyon,JGC,United States
Grand Canyon,GCN,United States
Grand Canyon,NGC,United States
Grand Canyon,FLG,United States
Georgetown,GCM,Cayman Islands
City name,Airport Code,Country name
Grand Cess,GRC,Liberia
Grand Forks,ZGF,Canada
Grand Forks,GFK,United States
Grand Island,GRI,United States
Grand Junction,GJT,United States
Grand Marais,GRM,United States
Grand Rapids,GRR,United States
Grand Rapids,GPZ,United States
Grand Turk Is,GDT,Turks and Caicos Islands
Grande Cache,YGC,Canada
Grande Prairie,YQU,Canada
Grandview,GVW,United States
Granite Mountain,GMT,United States
Granites,GTS,Australia
Grants,GNT,United States
Grantsburg,GTG,United States
City name,Airport Code,Country name
Granville,GFR,France
Granville Lake,XGL,Canada
Gravatai,GCV,Brazil
Grayling,KGX,United States
Graz,GRZ,Austria
Great Barrier Island,GBZ,New Zealand (Aotearoa)
Great Barrington,GBR,United States
Great Bear Lake,DAS,Canada
Great Bend,GBD,United States
Great Falls,GTF,United States
Great Falls,GFA,United States
Great Harbour,GHC,Bahamas
Great Keppel Island,GKL,Australia
Greeley,GXY,United States
Green Bay,GRB,United States
Green Island,GNI,Taiwan
City name,Airport Code,Country name
Green Islands,GEI,Papua New Guinea
Green River,GVI,Papua New Guinea
Green River,RVR,United States
Green Turtle,GTC,Bahamas
Greenfield,GFD,United States
Greenvale,GVP,Australia
Greenville,GRE,United States
Greenville,GLH,United States
Greenville,PGV,United States
Greenville,GDC,United States
Greenville,GMU,United States
Greenville,GSP,United States
Greenville,GCY,United States
Greenville,GVT,United States
Greenway Sound,YGN,Canada
Greenwood,GWO,United States
City name,Airport Code,Country name
Greenwood,YZX,Canada
Greenwood,GRD,United States
Gregory Downs,GGD,Australia
Greifswald,ZGW,Germany
Grenada,GND,Grenada
Grenfell,GFE,Australia
Greybull,GEY,United States
Greymouth,GMN,New Zealand (Aotearoa)
Griffith,GFF,Australia
Grimsby,GSY,United Kingdom
Grimsey,GRY,Iceland
Grise Fiord,YGZ,Canada
Grodna,GNA,Belarus
Groennedal,JGR,Greenland
Groningen,GRQ,Netherlands
Groote Eylandt,GTE,Australia
City name,Airport Code,Country name
Grootfontein,GFY,Namibia
Grosseto,GRS,Italy
Groton,ZGD,United States
Groznyj,GRV,Russian Federation
Grundarfjordur,GUU,Iceland
Guacamaya,GCA,Colombia
Guadalajara,GDL,Mexico
Guadalcanal,GSI,Solomon Islands
Guadalupe,GDP,Brazil
Guajara-Mirim,GJM,Brazil
Gualaco,GUO,Honduras
Gualeguaychu,GHU,Argentina
Agana,NGM,Guam (usa)
Guam,UAM,Guam (USA)
Guam,NRV,Guam
Guamal,GAA,Colombia
City name,Airport Code,Country name
Guanaja,GJA,Honduras
Guanambi,GNM,Brazil
Guanare,GUQ,Venezuela
Guang Yuan,GYS,China
Guanghan,GHN,China
Guanghua,LHK,China
Guangzhou,CAN,China
Guantanamo,NBW,Cuba
Guantanamo,GAO,Cuba
Guapi,GPI,Colombia
Guapiles,GPL,Costa Rica
Guarapari,GUZ,Brazil
Guarapuava,GPB,Brazil
Guaratingueta,GUJ,Brazil
Guari,GUG,Papua New Guinea
Guasdualito,GDO,Venezuela
City name,Airport Code,Country name
Guasopa,GAZ,Papua New Guinea
Guatemala City,GUA,Guatemala
Guayaquil,GYE,Ecuador
Guayaramerin,GYA,Bolivia
Guaymas,GYM,Mexico
Guerima,GMC,Colombia
Guernsey,GCI,United Kingdom
Guerrero Negro,GUB,Mexico
Guetersloh,GUT,Germany
Guettin,GTI,Germany
Guiglo,GGO,Cote D'Ivoire (Ivory Coast)
Toronto,YTO,Canada
Guilin,KWL,China
Guimaraes,GMS,Brazil
Guiria,GUI,Venezuela
Guiyang,KWE,China
City name,Airport Code,Country name
Gujrat,GRT,Pakistan
Gulf Shores,GUF,United States
Gulfport,GPT,United States
Gulgubip,GLP,Papua New Guinea
Gulkana,GKN,United States
Gulu,ULU,Uganda
Guna,GUX,India
Gunnedah,GUH,Australia
Gunnison,GUC,United States
Gunsan,KUV,Korea (South)
Gunsan AB,KUZ,Korea (South)
Gunungsitoli,GNS,Indonesia
Gurayat,URY,Saudi Arabia
Guriaso,GUE,Papua New Guinea
Gurue,VJQ,Mozambique
Gurupi,GRP,Brazil
City name,Airport Code,Country name
Gusap,GAP,Papua New Guinea
Gush Katif,GHK,Israel
Gustavus,BQV,United States
Gustavus,GST,United States
Guthrie,GOK,United States
Guymon,GUY,United States
Gwa,GWA,Myanmar
Gwadar,GWD,Pakistan
Gwalior,GWL,India
Gwangju,KWJ,Korea (South)
Gweru,GWE,Zimbabwe
Gyandzha,KVD,Azerbaijan
Gympie,GYP,Australia
Gyoumri,LWN,Armenia
Habi,HBD,Papua New Guinea
Hachijo Jima,HAC,Japan
City name,Airport Code,Country name
Hachinohe,HHE,Japan
Haelogo,HEO,Papua New Guinea
Hafr Albatin,HBT,Saudi Arabia
Hagerstown,HGR,United States
Hagfors,HFS,Sweden
Haifa,HFA,Israel
Haikou,HAK,China
Hail,HAS,Saudi Arabia
Hailar,HLD,China
Haines,HNS,United States
Haines Junction,YHT,Canada
Haiphong,HPH,Viet Nam
Hakai Pass,YHC,Canada
Hakodate,HKD,Japan
Halali,HAL,Namibia
Half Moon,HAF,United States
City name,Airport Code,Country name
Halifax,YWF,Canada
Halifax,YHZ,Canada
Halifax,YAW,Canada
Hall Beach,YUX,Canada
Halle,ZHZ,Germany
Halls Creek,HCQ,Australia
Halmstad,HAD,Sweden
Hamadan,HDM,Iran
Hamar,HMR,Norway
Hamburg,HAM,Germany
Lübeck,LBC,Germany
Hami,HMI,China
Hamilton,HAB,United States
Hamilton,HLZ,New Zealand (Aotearoa)
Hamilton,HAO,United States
Hamilton,YHM,Canada
City name,Airport Code,Country name
Hamilton,HLT,Australia
Hamilton Island,HTI,Australia
Hammerfest,HFT,Norway
Hammersmith,WUK,United Kingdom
Hampton,HPT,United States
Hampton,LFI,United States
Hampton,ZWW,United States
Hampton,ZWB,United States
Hana,HNM,United States
Hanamaki,HNA,Japan
Hanapepe,PAK,United States
Hancock,CMX,United States
Hangzhou,HGH,China
Hanimaadhoo,HAQ,Maldives
Hanksville,HVE,United States
Hanna,HNX,United States
City name,Airport Code,Country name
Hanoi,HAN,Viet Nam
Hanover,HAJ,Germany
Hanover,ZVR,Germany
Hanover,ZVM,Germany
Hanus Bay,HBC,United States
Hanzhong,HZG,China
Hao Island,HOI,French Polynesia
Harare,HRE,Zimbabwe
Harbin,HRB,China
Harbour Island,HBI,Bahamas
Hargeisa,HGA,Somalia
Harlingen,HRL,United States
Harrisburg,HSB,United States
Harrisburg,MDT,United States
Harrisburg,ZUG,United States
Harrisburg,HAR,United States
City name,Airport Code,Country name
Harrismith,HRS,South Africa
Harrison,HRO,United States
Harrogate,HRT,United Kingdom
Harstad-Narvik,EVE,Norway
Hartford,BNH,United States
Hartford,HFD,United States
Hartford,ZRT,United States
Hartley Bay,YTB,Canada
Hartsville,HVS,United States
Haskovo,HKV,Bulgaria
Hassi Messaoud,HME,Algeria
Hassleholm,XWP,Sweden
Hastings,HSI,United States
Hasvik,HAA,Norway
Hat Yai,HDY,Thailand
Hatanga,HTG,Russian Federation
City name,Airport Code,Country name
Hatchet Lake,YDJ,Canada
Hateruma,HTR,Japan
Hatfield,HTF,United Kingdom
Hato Corozal,HTZ,Colombia
Hatteras,HNC,United States
Hattiesburg,HBG,United States
Hatton,NUF,Sri Lanka
Hatzfeldthaven,HAZ,Papua New Guinea
Haugesund,HAU,Norway
Havadarya,HDR,Iran
Havana,HAV,Cuba
Havana,UPB,Cuba
Havasupai,HAE,United States
Haverfordwest,HAW,United Kingdom
Havre,HVR,United States
Havre St Pierre,YGV,Canada
City name,Airport Code,Country name
Hawabango,HWA,Papua New Guinea
Hawk Inlet,HWI,United States
Hawker,HWK,Australia
Hawthorne,HHR,United States
Hawthorne,HTH,United States
Hay,HXX,Australia
Hay River,YHY,Canada
Haycock,HAY,United States
Hayden,HDN,United States
Hayfields,HYF,Papua New Guinea
Hayman Island,HIS,Australia
Hays,HYS,United States
Hayward,HWD,United States
Hayward,HYR,United States
Hazebrouck,HZB,France
Hazleton,HZL,United States
City name,Airport Code,Country name
Hazyview,HZV,South Africa
Headingly,HIP,Australia
Healy Lake,HKB,United States
Hearst,YHF,Canada
Heathlands,HAT,Australia
Hedemora,XXU,Sweden
Hefei,HFE,China
Heho,HEH,Myanmar
Heide-Buesum,HEI,Germany
Heidelberg,HDB,Germany
Heihe,HEK,China
Heimdal,XUE,Norway
Heiweni,HNI,Papua New Guinea
Helena,HEE,United States
Helena,HLN,United States
Helenvale,HLV,Australia
City name,Airport Code,Country name
Helgoland,HGL,Germany
Helsinki,HEM,Finland
Vantaa,HEL,Finland
Hemavan,HMV,Sweden
Hemet,HMT,United States
Henbury,HRY,Australia
Fletcher,AVL,United States
Hendon,HEN,United Kingdom
Hengchun,HCN,Taiwan
Hengyang,HNY,China
Henzada,HEB,Myanmar
Heraklion,HER,Greece
Herat,HEA,Afghanistan
Hercegnovi,HNO,Czechoslovakia (former)
Herendeen,HED,United States
Heringsdorf,HDF,Germany
City name,Airport Code,Country name
Herlong,AHC,United States
Hermannsburg,HMG,Australia
Hermiston,HES,United States
Hermosillo,HMO,Mexico
Heron Island,HRN,Australia
Herrera,HRR,Colombia
Herrljunga,XYC,Sweden
Hervey Bay,HVB,Australia
Hesa,IFH,Iran
Hickory,HKY,United States
Hidden Falls,HDA,United States
Hienghene,HNG,New Caledonia
High Level,YOJ,Canada
High Point,GSO,United States
High Prairie,ZHP,Canada
High Wycombe,HYC,United Kingdom
City name,Airport Code,Country name
Highbury,HIG,Australia
Higlieg,HGI,Sudan
Hikueru,HHZ,French Polynesia
Hill City,HLC,United States
Hillsboro,HIO,United States
Hillside,HLL,Australia
Hilo,ITO,United States
Hilton Head,HHH,United States
Hinchinbrook Island,HNK,Australia
Hinesville,LIY,United States
Hingurakgoda,HIM,Sri Lanka
Hiroshima,HIW,Japan
Hiroshima,HIJ,Japan
Hissar,HSS,India
Hiva Oa,HIX,French Polynesia
Hivaro,HIT,Papua New Guinea
City name,Airport Code,Country name
Hjerkinn,YVH,Norway
Hluhluwe,HLW,South Africa
Ho Chi Minh City,SGN,Viet Nam
Hobart,HBR,United States
Hobart,HBA,Australia
Hobart Bay,HBH,United States
Hobbs,HBB,United States
Hobbs,HOB,United States
Hodeidah,HOD,Yemen
Hoedspruit,HDS,South Africa
Hof,HOQ,Germany
Hoffman,HFF,United States
Hogatza,HGZ,United States
Hohenems,HOH,Austria
Hohhot,HET,China
Hokitika,HKK,New Zealand (Aotearoa)
City name,Airport Code,Country name
Hola,HOA,Kenya
Holdrege,HDE,United States
Holguin,HOG,Cuba
Holikachu,HOL,United States
Holland,HLM,United States
Hollis,HYL,United States
Hollister,HLI,United States
Hollywood,HWO,United States
Holman,YHI,Canada
Holmavik,HVK,Iceland
Holmestrand,XUG,Norway
Holy Cross,HCR,United States
Holyhead,HLY,United Kingdom
Homalin,HOX,Myanmar
Homer,HOM,United States
Homeshore,HMS,United States
City name,Airport Code,Country name
Homestead,HST,United States
Honefoss,XHF,Norway
Hong Kong,HHP,Hong Kong
Honiara,HIR,Solomon Islands
Honinabi,HNN,Papua New Guinea
Honningsvag,HVG,Norway
Honolulu,HIK,United States
Honolulu,HNL,United States
Hook Island,HIH,Australia
Hooker Creek,HOK,Australia
Hoolehua,MKK,United States
Hoonah,HNH,United States
Hooper Bay,HPB,United States
Hope,YHE,Canada
Hope Vale,HPE,Australia
Hopedale,YHO,Canada
City name,Airport Code,Country name
Hopetoun,HTU,Australia
Hopkinsville,HOP,United States
Hoquiam,HQM,United States
Horizontina,HRZ,Brazil
Horn Island,HID,Australia
Hornafjordur,HFN,Iceland
Hornepayne,YHN,Canada
Horsham,HSM,Australia
Horta,HOR,Portugal
Hoskins,HKN,Papua New Guinea
Hot Springs,HOT,United States
Hot Springs,HSP,United States
Hotan,HTN,China
Houailou,HLU,New Caledonia
Houeisay,HOE,Laos
Houghton,HTL,United States
City name,Airport Code,Country name
Houlton,HUL,United States
Houma,HUM,United States
Houn,HUQ,Libya
Houston,ZHO,Canada
Houston,AAP,United States
Houston,JDX,United States
Houston,DWH,United States
Houston,EFD,United States
Houston,IAH,United States
Houston,JGP,United States
Houston,HOU,United States
Houston,JMA,United States
Houston,JPT,United States
Houston,SPX,United States
Houston,JGQ,United States
Houston,IWS,United States
City name,Airport Code,Country name
Houston,JWH,United States
Houston,JWL,United States
Hoy Island,HOY,United Kingdom
Hsinchu,HSZ,Taiwan
Hua Hin,HHQ,Thailand
Huacaraje,BVK,Bolivia
Huahine,HUH,French Polynesia
Hualien,HUN,Taiwan
Huambo,NOV,Angola
Huanghua,HHA,China
Huangpu,ZMY,China
Huangyan,HYN,China
Huanuco,HUU,Peru
Huatulco,HUX,Mexico
Hubli,HBX,India
Hudiksvall,HUV,Sweden
City name,Airport Code,Country name
Hudson,HCC,United States
Hudson Bay,YHB,Canada
Hue,HUI,Viet Nam
Huehuetenango,HUG,Guatemala
Huelva,HEV,Spain
Huesca,HSK,Spain
Hughenden,HGD,Australia
Hughes,HUS,United States
Hugo,HUJ,United States
Huizhou,HUZ,China
Hukuntsi,HUK,Botswana
Hultsfred,HLF,Sweden
Humacao,HUC,Puerto Rico
Humacao,PPD,Puerto Rico
Humberside,HUY,United Kingdom
Humbert River,HUB,Australia
City name,Airport Code,Country name
Humboldt,HUD,United States
Humboldt,HBO,United States
Humen,ZTI,China
Humera,HUE,Ethiopia
Huntingburg,HNB,United States
Huntington,HTS,United States
Huntsville,HUA,United States
Huntsville,HSV,United States
Hurghada,HRG,Egypt
Huron,HON,United States
Husavik,HZK,Iceland
Huslia,HSL,United States
Husum,QHU,Germany
Hutchinson,HUT,United States
Hvammstangi,HVM,Iceland
Hwange,WKI,Zimbabwe
City name,Airport Code,Country name
Hwange Nat Park,HWN,Zimbabwe
Hyannis,HYA,United States
Hydaburg,HYG,United States
Hyder,WHD,United States
Hyderabad,HYD,India
Hyderabad,HDD,Pakistan
Hyvinkaa,HYV,Finland
Iamalele,IMA,Papua New Guinea
Iasi,IAS,Romania
Iaura,IAU,Papua New Guinea
Ibadan,IBA,Nigeria
Ibague,IBE,Colombia
Iberia,IBP,Peru
Ibiza,IBZ,Spain
Ibo,IBO,Mozambique
Iboki,IBI,Papua New Guinea
City name,Airport Code,Country name
Icabaru,ICA,Venezuela
Icy Bay,ICY,United States
Ida Grove,IDG,United States
Idaho Falls,IDA,United States
Idiofa,IDF,Zaire
Idre,IDB,Sweden
Iejima,IEJ,Japan
Iffley,IFF,Australia
Igarka,IAA,Russian Federation
Iginniarfik,QFI,Greenland
Igiugig,IGG,United States
Igloolik,YGT,Canada
Ignace,ZUC,Canada
Iguassu Falls,IGU,Brazil
Iguazu,IGR,Argentina
Iguela,IGE,Gabon
City name,Airport Code,Country name
Ihosy,IHO,Madagascar
Ihu,IHU,Papua New Guinea
Ijui,IJU,Brazil
Ikamiut,QJI,Greenland
Ikaria Island,JIK,Greece
Ikela,IKL,D. R. Congo (Zaire)
Ikerasaarsuk,QRY,Greenland
Iki,IKI,Japan
Ila Da Chilonzuene,IDC,Mozambique
Ilaam,IIL,Iran
Ilaka,ILK,Madagascar
Ile Des Pins,ILP,New Caledonia
Ile Ouen,IOU,New Caledonia
Ilebo,PFR,Zaire
Ileg,ILX,Papua New Guinea
Iles De La Madeleine,YGR,Canada
City name,Airport Code,Country name
Ilford,ILF,Canada
Ilha Solteira,ILB,Brazil
Ilheus,IOS,Brazil
Iliamna,ILI,United States
Iligan,IGN,Philippines
Ilimanaq,XIQ,Greenland
Illaga,ILA,Indonesia
Illisheim,ILH,Germany
Illizi,VVZ,Algeria
Ilo,ILQ,Peru
Iloilo,ILO,Philippines
Ilorin,ILR,Nigeria
Ilu,IUL,Indonesia
Ilulissat,JAV,Greenland
Imane,IMN,Papua New Guinea
Imbaimadai,IMB,Guyana
City name,Airport Code,Country name
Immokalee,IMM,United States
Imonda,IMD,Papua New Guinea
Imperatriz,IMP,Brazil
Imperial,IPL,United States
Imperial,IML,United States
Imperial Beach,NRS,United States
Impfondo,ION,Congo
Imphal,IMF,India
In Amenas,IAM,Algeria
In Guezzam,INF,Algeria
In Salah,INZ,Algeria
Inagua,IGA,Bahamas
Inanwatan,INX,Indonesia
Incheon,JCN,Korea (South)
Indagen,IDN,Papua New Guinea
Indaselassie,SHC,Ethiopia
City name,Airport Code,Country name
Independence,INB,Belize
Independence,IDP,United States
Indian Springs,INS,United States
Indiana,IDI,United States
Indianapolis,IND,United States
Indigo Bay Lodge,IBL,Mozambique
Indore,IDR,India
Indulkana,IDK,Australia
Ine Island,IMI,Marshall Islands
Ingeniero Jacobacci,IGB,Argentina
Ingham,IGH,Australia
Ingolstadt-Manching,IGS,Germany
Inhaca,IHC,Mozambique
Inhambane,INH,Mozambique
Inhaminga,IMG,Mozambique
Inisheer,INQ,Ireland
City name,Airport Code,Country name
Inishmaan,IIA,Ireland
Inishmore,IOR,Ireland
Injune,INJ,Australia
Inkerman,IKP,Australia
Innamincka,INM,Australia
Innisfail,IFL,Australia
Innsbruck,INN,Austria
Inongo,INO,Zaire
Inta,INA,Russian Federation
International Falls,INL,United States
Inukjuak,YPH,Canada
Inus,IUS,Papua New Guinea
Inuvik,YEV,Canada
Invercargill,IVC,New Zealand (aotearoa)
Inverell,IVR,Australia
Inverlake,TIL,Canada
City name,Airport Code,Country name
Inverness,INV,United Kingdom
Inverness,ZIV,United Kingdom
Inverway,IVW,Australia
Inyati,INY,South Africa
Inyokern,IYK,United States
Ioannina,IOA,Greece
Iokea,IOK,Papua New Guinea
Ioma,IOP,Papua New Guinea
Iowa City,IOW,United States
Iowa Falls,IFA,United States
Ipatinga,IPN,Brazil
Ipiales,IPI,Colombia
Ipiau,IPU,Brazil
Ipil,IPE,Philippines
Ipiranga,IPG,Brazil
Ipoh,IPH,Malaysia
City name,Airport Code,Country name
Ipota,IPA,Vanuatu
Ipswich,IPW,United Kingdom
Iqaluit,YFB,Canada
Iquique,IQQ,Chile
Iquitos,IQT,Peru
Iraan,IRB,United States
Iran Shahr,IHR,Iran
Irece,IRE,Brazil
Iringa,IRI,Tanzania
Iriona,IRN,Honduras
Irkutsk,IKT,Russian Federation
Iron Mountain,IMT,United States
Ironwood,IWD,United States
Isabel Pass,ISL,United States
Isafjordur,IFJ,Iceland
Ischia,ISH,Italy
City name,Airport Code,Country name
Iscuande,ISD,Colombia
Isfahan,IFN,Iran
Ishigaki,ISG,Japan
Ishurdi,IRD,Bangladesh
Isiro,IRP,Zaire
Isisford,ISI,Australia
Isla Mujeres,ISJ,Mexico
Islamabad,ISB,Pakistan
Island Lk/Garden Hill,YIV,Canada
Islay,ILY,United Kingdom
Isle Of Man,IOM,United Kingdom
Isle Of Skye,SKL,United Kingdom
Isles Of Scilly,ISC,United Kingdom
Isles Of Scilly,TSO,United Kingdom
Islip,ISP,United States
Isparta,ISE,Turkey
City name,Airport Code,Country name
Istanbul,IST,Turkey
Istanbul,SAW,Turkey
Itabuna,ITN,Brazil
Itacoatiara,ITA,Brazil
Itaituba,ITB,Brazil
Itambacuri,ITI,Brazil
Itaperuna,ITP,Brazil
Itaqui,ITQ,Brazil
Itauba,AUB,Brazil
Ithaca,ITH,United States
Itokama,ITK,Papua New Guinea
Ittoqqortoormiit,OBY,Greenland
Itubera,ITE,Brazil
Itumbiara,ITR,Brazil
Ivalo,IVL,Finland
Ivangrad,IVG,Yugoslavia
City name,Airport Code,Country name
Ivanof Bay,KIB,United States
Ivano-Frankovsk,IFO,Ukraine
Ivanova,IWA,Russian Federation
Ivishak,IVH,United States
Ivujivik,YIK,Canada
Iwami,IWJ,Japan
Iwo Jima Vol,IWO,Japan
Ixtapa/Zihuatanejo,ZIH,Mexico
Ixtepec,IZT,Mexico
Izhevsk,IJK,Russian Federation
Izmir,ADB,Turkey
Izmir,IGL,Turkey
Izumo,IZO,Japan
Jabalpur,JLR,India
Jabiru,JAB,Australia
Jabot,JAT,Marshall Islands
City name,Airport Code,Country name
Jacareacanga,JCR,Brazil
Jackpot,KPT,United States
Jackson,JXN,United States
Jackson,MJQ,United States
Jackson,HKS,United States
Jackson,JAN,United States
Jackson,MKL,United States
Jackson,JAC,United States
Jacksonville,LRF,United States
Jacksonville,NZC,United States
Jacksonville,CRG,United States
Jacksonville,JAX,United States
Jacksonville,NIP,United States
Jacksonville,IJX,United States
Jacksonville,OAJ,United States
Jacksonville,JKV,United States
City name,Airport Code,Country name
Jacmel,JAK,Haiti
Jacobabad,JAG,Pakistan
Jacobina,JCM,Brazil
Jacquinot Bay,JAQ,Papua New Guinea
